date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2021-06-09,0,,0,,2521," Amritsar-152, Barnala-14, Bathinda-188, Faridkot-124, Fazilka-102, Ferozpur-114, Fatehgarh Sahib-44,Gurdaspur-109, Hoshiarpur-241, Jalandhar-209,Kapurthala-57, Ludhiana-290, Mansa-184, Moga-24,Muktsar-117, Pathankot-53, Patiala-116, Ropar-43,Sangrur-77, SAS Nagar-185, SBS Nagar-28, TarnTaran- 50)",66,"Amritsar-9, Barnala-1, Bathinda-4, FG Sahib-1,Fazilka-1, Ferozepur-4, Gurdaspur-5, Hoshiarpur-1,Jalandhar-6, Kapurthala-2, Ludhiana-8, Mansa-2,Moga-2, S.A.S Nagar-1, Muktsar-1, Pathankot-2,Patiala-6, Ropar-2, Sangrur-5, SBS Nagar-1, TarnTaran-2)"
2021-06-10,14," Fardkot-9, Ludhiana-4, Patiala-1)",6,"Jalandhar-1, Ludhiana-1, Patiala-4)",2337," Amritsar-164, Barnala-29, Bathinda-215, Faridkot-76, Fazilka-208, Ferozpur-49, Fatehgarh Sahib-51,Gurdaspur-95, Hoshiarpur-119, Jalandhar-179,Kapurthala-80, Ludhiana-218, Mansa-115, Moga-70,Muktsar-138, Pathankot-110, Patiala-199, Ropar-30,Sangrur-48, SAS Nagar-96, SBS Nagar-20, TarnTaran- 28)",71,"Amritsar-6, Barnala-3, Bathinda-9, Faridkot-4, FGSahib-2, Fazilka-2, Ferozepur-5, Gurdaspur-3,Hoshiarpur-2, Jalandhar-4, Kapurthala-1, Ludhiana-5,Mansa-1, Moga-3, S.A.S Nagar-4, Muktsar-6, Patiala-5, Sangrur-3, SBS Nagar-1, Tarn Taran-2)"
2021-06-11,2,Patiala-2),3,"Faridkot-2,Amritsar-1)",2071," Amritsar-122, Barnala-19, Bathinda-125, Faridkot-97, Fazilka-49, Ferozpur-140, Fatehgarh Sahib-78,Gurdaspur-66, Hoshiarpur-114, Jalandhar-195,Kapurthala-67, Ludhiana-218, Mansa-58, Moga-134,Muktsar-72, Pathankot-61, Patiala-94, Ropar-20,Sangrur-96, SAS Nagar-197, SBS Nagar-26, TarnTaran- 23)",59,"Amritsar-6, Bathinda-3, Faridkot-3, FG Sahib-2,Fazilka-5, Ferozepur-4, Gurdaspur-3, Hoshiarpur-3,Jalandhar-5, Kapurthala-1, Ludhiana-4, Mansa-1,S.A.S Nagar-5, Muktsar-3, Patiala-3, Ropar-3,Sangrur-4, Tarn Taran-1)"
2021-06-12,0,,3,Ludhiana-3),2135," Amritsar-97, Barnala-25, Bathinda-176, Faridkot-77,Fazilka-109, Ferozpur-87, Fatehgarh Sahib-67,Gurdaspur-75, Hoshiarpur-91, Jalandhar-235,Kapurthala-62, Ludhiana-283, Mansa-30, Moga-49,Muktsar-134, Pathankot-54, Patiala-117, Ropar-54,Sangrur-105, SAS Nagar-144, SBS Nagar-35, TarnTaran- 29)",56,"Amritsar-6, Barnala-1, Bathinda-3, Faridkot-4, FGSahib-1, Fazilka-5, Ferozepur-5, Gurdaspur-5,Hoshiarpur-3, Jalandhar-2, Kapurthala-3, Ludhiana-2,Moga-1, S.A.S Nagar-3, Muktsar-1, Patiala-5,Ropar-3,Sangrur-3)"
2021-06-13,4,Jalandhar-4),1,Amritsar-1),1980," Amritsar-146, Barnala-22, Bathinda-133, Faridkot-81, Fazilka-90, Ferozpur-122, Fatehgarh Sahib-36,Gurdaspur-76, Hoshiarpur-168, Jalandhar-167,Kapurthala-59, Ludhiana-225, Mansa-62, Moga-23,Muktsar-105, Pathankot-57, Patiala-116, Ropar-36,Sangrur-68, SAS Nagar-175, SBS Nagar-13)",49,"Amritsar-7, Barnala-1, Bathinda-2, FG Sahib-3,Fazilka-3, Ferozepur-1, Gurdaspur-4, Hoshiarpur-2,Jalandhar-4, Ludhiana-3, Mansa-4, Muktsar-2,Pathankot-1, Patiala-5, Ropar-2,Sangrur-2, SBS Nagar-1, Tarn Taran-2 )"
2021-06-14,2,"Jalandhar-1, Ludhiana-1)",6,"Faridkot-2, Ludhiana-2, Patiala-2)",1650," Amritsar-144, Barnala-10, Bathinda-61, Faridkot-109, Fazilka-80, Ferozpur-85, Fatehgarh Sahib-64,Gurdaspur-83, Hoshiarpur-129, Jalandhar-186,Kapurthala-32, Ludhiana-199, Mansa-61, Moga-27,Muktsar-42, Pathankot-58, Patiala-95, Ropar-30,Sangrur-69, SAS Nagar-67, SBS Nagar-19)",33,"Amritsar-2, Barnala-2, Bathinda-1, Fazilka-2,Ferozepur-3, Gurdaspur-1, Hoshiarpur-2, Jalandhar-3,Ludhiana-1, Mansa-1, SAS Nagar-1, Muktsar-1,Pathankot-1, Patiala-5, Ropar-1, Sangrur-4, TarnTaran-2)"
2021-06-15,10,"Faridkot-5,Jalandhar-2, Patiala-3)",2,"Amritsar-1, Jalandhar-1)",1691," Amritsar-140, Barnala-26, Bathinda-165, Faridkot-59, Fazilka-69, Ferozepur-52, Fatehgarh Sahib-18,Gurdaspur-50, Hoshiarpur-75, Jalandhar-120,Kapurthala-51, Ludhiana-200, Mansa-47, Moga-5,Muktsar-125, Pathankot-35, Patiala-125, Ropar-30,Sangrur-110, SAS Nagar-93, SBS Nagar-19, TarnTaran-77)",38,"Amritsar-3, Bathinda-6, Faridkot-1, Fatehgarh Sahib-1,Fazilka-1, Hoshiarpur-2, Jalandhar-4, Kapurthala-2,Mansa-1, Muktsar-2, Pathankot-2, Patiala-2, Ropar-1,Sangrur-6,SAS Nagar-2, Tarn Taran-2)"
2021-06-16,6,"Amritsar-2, Faridkot-2, Ludhiana-2)",1,Amritsar-1),1383," Amritsar-144, Barnala-16, Bathinda-88, Faridkot-69,Fazilka-46, Ferozepur-45, Fatehgarh Sahib-22,Gurdaspur-33, Hoshiarpur-103, Jalandhar-114,Kapurthala-46, Ludhiana-200, Mansa-40, Moga-33,Muktsar-36, Pathankot-21, Patiala-90, Ropar-45,Sangrur-52, SAS Nagar-88, SBS Nagar-18, TarnTaran-34)",46," Amritsar-3, Barnala-1, Bathinda-3, Fazilka-2,Ferozepur-3, Fatehgarh Sahib-3, Gurdaspur-4,Jalandhar-2, Kapurthala-2, Ludhiana-3, Mansa-2,Moga-2, Pathankot-3, Patiala-2, Ropar-1, Sangrur-5,SAS Nagar-2, Tarn Taran-3)"
2021-06-17,0,,5,"Amritsar-1, Faridkot-1, Patiala-3)",1255," Amritsar-157, Barnala-19, Bathinda-116, Faridkot-28, Fazilka-53, Ferozepur-23, Fatehgarh Sahib-12,Gurdaspur-40, Hoshiarpur-83, Jalandhar-97,Kapurthala-25, Ludhiana-132, Mansa-45, Moga-30,Muktsar-67, Pathankot-28, Patiala-90, Ropar-36,Sangrur-57, SAS Nagar-70, SBS Nagar-15, TarnTaran-32)",32," Amritsar-2, Barnala-1, Bathinda-3, Faridkot-2,Fazilka-2, Ferozepur-1, Fatehgarh Sahib-1,Gurdaspur-1, Hoshiarpur-2,Jalandhar-3, Ludhiana-3,Pathankot-1,Patiala-2, Ropar-1, Sangrur-1, SAS Nagar-2, TarnTaran-4)"
2021-06-18,0,,6,Patiala-6),1229," Amritsar-140, Barnala-14, Bathinda-84, Faridkot-53,Fazilka-65, Ferozepur-65, Fatehgarh Sahib-15,Gurdaspur-27, Hoshiarpur-52, Jalandhar-129,Kapurthala-43, Ludhiana-112, Mansa-30, Moga-27,Muktsar-27, Pathankot-46, Patiala-95, Ropar-21,Sangrur-44, SAS Nagar-107, SBS Nagar-21, TarnTaran-12)",35," Amritsar-2, Barnala-1, Bathinda-2, Faridkot-1,Fazilka-4, Ferozepur-1, Fatehgarh Sahib-2,Gurdaspur-2, Hoshiarpur-3,Jalandhar-1, Kapurthala-2, Ludhiana-3, Mansa-3, Muktsar-2, Patiala-2, Sangrur-2, SASNagar-1, Tarn Taran-1)"
2021-06-19,0,,1,Ludhiana-1),1315," Amritsar-142, Barnala-9, Bathinda-97, Faridkot-53,Fazilka-99, Ferozepur-90, Fatehgarh Sahib-15,Gurdaspur-52, Hoshiarpur-79, Jalandhar-141,Kapurthala-34, Ludhiana-103, Mansa-55, Moga-24,Muktsar-25, Pathankot-29, Patiala-98, Ropar-20,Sangrur-32, SAS Nagar-82, SBS Nagar-22, TarnTaran-14)",31," Amritsar-2, Barnala-1, Bathinda-2, Faridkot-3,Fatehgarh Sahib-2,Gurdaspur-4, Hoshiarpur-2,Jalandhar-2, Kapurthala-3, Ludhiana-1, Mansa-1,Patiala-3, Ropar-1, Sangrur-1, SBS Nagar-2, TarnTaran-1)"
2021-06-20,0,,3," Faridkot-2, Ludhiana-1 )",1173," Amritsar-146, Barnala-10, Bathinda-83, Faridkot-46,Fazilka-56, Ferozepur-53, FG Sahib-15, Gurdaspur-63,Hoshiarpur-103, Jalandhar-125, Kapurthala-43,Ludhiana-112, Mansa-44, Moga-19, Muktsar-27,Pathankot-22, Patiala-89, Ropar-16, Sangrur-28, SASNagar-47, SBS Nagar-7, Tarn Taran-19)",23," Amritsar-1, Barnala-3, Bathinda-1, Fazilka-1,Ferozpur-2, Gurdaspur-2, Hoshiarpur-2, Jalandhar-3,Kapurthala-1, Ludhiana-1, Pathankot-1, Sangrur-5)"
2021-06-21,1, Patiala-1 ),2,Ludhiana-2),1271," Amritsar-139, Barnala-15, Bathinda-90, Faridkot-61,Fazilka-32, Ferozepur-57, FG Sahib-49, Gurdaspur-21,Hoshiarpur-65, Jalandhar-95, Kapurthala-33, Ludhiana-139, Mansa-127, Moga-25, Muktsar-59, Pathankot-41,Patiala-59, Ropar-30, Sangrur-35, SAS Nagar-68, SBSNagar-15, Tarn Taran-16)",24,"Barnala-2, Faridkot-1, Fazilka-1, Ferozepur-1, FGSahib-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-2,Kapurthala-1, Ludhiana-1, Moga-1, Muktsar-1, Patiala-2, Ropar-3, Sangrur-2, SAS Nagar-2, Tarn Taran-1)"
2021-06-22,7," Amritsar-5, Jalandhar-2 )",5," Amritsar-4, Patiala-1 )",880," Amritsar-149, Barnala-8, Bathinda-39, Faridkot-44,Fazilka-66, Ferozepur-34, FG Sahib-21, Gurdaspur-14,Hoshiarpur-17, Jalandhar-86, Kapurthala-53, Ludhiana-90, Mansa-37, Moga-9, Muktsar-12, Pathankot-20,Patiala-47, Ropar-20, Sangrur-20, SAS Nagar-52, SBSNagar-4, Tarn Taran-38)",20,"Amritsar-2, Bathinda-1, Fazilka-1, Ferozepur-1,Hoshiarpur-1, Jalandhar-2, Kapurthala-1, Ludhiana-2,Muktsar-1, Patiala-2, Ropar-1, Sangrur-4, SBS Nagar-1)"
2021-06-23,5, Amritsar-5 ),1, Ludhiana-1 ),801," Amritsar-130, Barnala-6, Bathinda-41, Faridkot-30,Fazilka-18, Ferozepur-50, FG Sahib-8, Gurdaspur-45,Hoshiarpur-44, Jalandhar-72, Kapurthala-32, Ludhiana-111, Moga-18, Muktsar-26, Pathankot-4, Patiala-49,Ropar-29, Sangrur-9, SAS Nagar-47, SBS Nagar-26,Tarn Taran-6)",22," Amritsar-1, Barnala-1, Bathinda-2, Faridkot-1,Fazilka-1, Ferozepur-2, Gurdaspur-1, Hoshiarpur-1,Jalandhar-7, Ludhiana-1, Muktsar-2, Ropar-1,Sangrur-1)"
2021-06-24,5," Amritsar-2, Faridkot-2, Jalandhar-1)",1,Jalandhar -1 ),715," Amritsar-126, Barnala-15, Bathinda-51, Faridkot-18,Fazilka-16, Ferozepur-49, Gurdaspur-88, Hoshiarpur-48, Jalandhar-64, Kapurthala-17, Ludhiana-52, Moga-15, Muktsar-16, Pathankot-17, Patiala-41, Ropar-17,Sangrur-14, SAS Nagar-36, SBS Nagar-6, Tarn Taran-9)",20,"Barnala-1, Bathinda-2, Faridkot-2, Fazilka-2,Ferozepur-2, Jalandhar-2, Kapurthala-1, SAS Nagar-1,Pathankot-1, Ropar-2, Sangrur-2, SBS Nagar-1, TarnTaran-1)"
2021-06-25,0,,5," Amritsar-1, Ludhiana-4 )",768," Amritsar-120, Barnala-56, Bathinda-46, Faridkot-23,Fazilka-35, Ferozepur-24, FG Sahib-29, Gurdaspur-9,Hoshiarpur-61, Jalandhar-62, Kapurthala-29, Ludhiana-67, Moga-18, Muktsar Sahib-24, Pathankot-13, Patiala-52, Ropar-14, Sangrur-23, SAS Nagar-49, SBS Nagar-7, Tarn Taran-7)",12,"Fazilka-1, Ferozepur-1, Gurdaspur-2, Jalandhar-1,Kapurthala-1, Moga-2, Muktsar Sahib-1, Sangrur-2,Tarn Taran-1)"
2021-06-26,5," Amritsar-2, Faridkot-3 )",1, Amritsar-1),740," Amritsar-102, Barnala-31, Bathinda-48, Faridkot-37,Fazilka-30, Ferozepur-22, FG Sahib-12, Gurdaspur-67,Hoshiarpur-49, Jalandhar-65, Kapurthala-23, Ludhiana-42, Moga-18, Muktsar Sahib-26, Pathankot-13, Patiala-41, Ropar-4, Sangrur-46, SAS Nagar-47, SBS Nagar-4,Tarn Taran-13)",15,"Amritsar-1, Faridkot-1,Ferozepur-1, Gurdaspur-2,Jalandhar-1, Ludhiana-1, Mansa-1,Muktsar Sahib-1,Patiala-2, Ropar-2, SAS Nagar-1, SBS Nagar-1)"
2021-06-27,0,,0,,641," Amritsar-78, Barnala-36, Bathinda-58, Faridkot-29,Fazilka-46, Ferozepur-16, FG Sahib-17, Gurdaspur-13,Hoshiarpur-55, Jalandhar-64, Kapurthala-17, Ludhiana-64, Moga-25, Muktsar Sahib-11, Pathankot-14, Patiala-24, Ropar-12, Sangrur-10, SAS Nagar-37, SBS Nagar-11, Tarn Taran-4)",11,"Amritsar-2, Ferozepur-4, Gurdaspur-1, Jalandhar-1,Patiala-2, Sangrur-1)"
2021-06-28,3, Faridkot-3 ),1, Lidhiana-1),614," Amritsar-32, Barnala-34, Bathinda-67, Faridkot-26,Fazilka-37, Ferozepur-31, FG Sahib-10, Gurdaspur-31,Hoshiarpur-30, Jalandhar-53, Kapurthala-26, Ludhiana-65, Mansa-8, Moga-14, Muktsar Sahib-34, Pathankot-12, Patiala-29, Ropar-12, Sangrur-11, SAS Nagar-28,SBS Nagar-17, Tarn Taran-7)",18,"Barnala-1, Bathinda-6, Faridkot-1, Ferozepur-1,Gurdaspur-1, Jalandhar-1, Ludhiana-2, Pathankot-1,Patiala-1, Ropar-2, Tarn Taran-1)"
2021-06-29,1, Jalandhar-1 ),0,,485," Amritsar-30, Barnala-4, Bathinda-68, Faridkot-16,Fazilka-36, Ferozepur-27, FG Sahib-5, Gurdaspur-13,Hoshiarpur-9, Jalandhar-37, Kapurthala-14, Ludhiana-42, Mansa-19, Moga-7, Muktsar Sahib-14, Pathankot-8,Patiala-42, Ropar-21, Sangrur-24, SAS Nagar-27, SBSNagar-15, Tarn Taran-7)",16," Amritsar-4, Barnala-1, Bathinda-2, Ferozepur-2,Hoshiarpur-1, Ludhiana-2, Mansa-1,Muktsar Sahib-1,SAS Nagar-1, Tarn Taran-1)"
2021-06-30,2," Jalandhar-1, Ludhiana-1 )",3," Faridkot-2, Patiala-1 )",452," Amritsar-40, Barnala-15, Bathinda-49, Faridkot-26,Fazilka-14, Ferozepur-28, FG Sahib-14, Gurdaspur-37,Hoshiarpur-32, Jalandhar-38, Kapurthala-14, Ludhiana-35, Mansa-12, Muktsar Sahib-11, Pathankot-4, Patiala-22, Ropar-1, Sangrur-29, SAS Nagar-28, SBS Nagar-3)",15," Amritsar-1, Bathinda-1, Faridkot-1, FG Sahib-1,Fazilka-1, Ferozepur-1, Hoshiarpur-1, Jalandhar-1,Kapurthala-2, Ludhiana-1, Ropar-1, Sangrur-1, TarnTaran-2)"
2021-07-01,3, Jalandhar-3),4,"Amritsar-2, Ludhiana-2)",443," Amritsar-44, Barnala-30, Bathinda-51, Faridkot-14,Fazilka-29, Ferozepur-11, FG Sahib-9, Gurdaspur-11,Hoshiarpur-14, Jalandhar-35, Kapurthala-21, Ludhiana-19, Mansa-18,Muktsar Sahib-30, Pathankot-20, Patiala-24, Ropar-11, Sangrur-17, SAS Nagar-14,Tarn Taran-21)",15,"Amritsar-2, Barnala-1, Fazilka-2, Ferozepur-3,Gurdaspur-1, Jalandhar-2, Kapurthala-1, MuktsarSahib-1, Patiala-1, Ropar-1)"
2021-07-02,1, Jalandhar-1),1,Ludhiana-1),390," Amritsar-35, Barnala-4, Bathinda-26, Faridkot-28,Fazilka-37, Ferozepur-11, FG Sahib-2, Gurdaspur-20,Hoshiarpur-20, Jalandhar-43, Kapurthala-15, Ludhiana-34, Mansa-14, Moga-2, Muktsar Sahib-13, Pathankot-16, Patiala-15, Ropar-11, Sangrur-15, SAS Nagar-27,Tarn Taran-2)",10," Amritsar-1, Bathinda-1, Ferozepur-1, FG Sahib-1,Hoshiarpur-1, Jalandhar-1, Kapurthala-1, Pathankot-1,Sangrur-1, SAS Nagar-1)"
2021-07-03,4,"Amritsar-1, Faridkot-3)",3,"Ludhiana-1, Amritsar-2)",368," Amritsar-24, Barnala-4, Bathinda-32, Faridkot-9,Fazilka-17, Ferozepur-10, FG Sahib-6, Gurdaspur-28,Hoshiarpur-18, Jalandhar-34, Kapurthala-11, Ludhiana-50, Mansa-9, Moga-6, Muktsar Sahib-14, Pathankot-11,Patiala-28, Sangrur-15,SAS Nagar-35, SBS Nagar-3,Tarn Taran-4)",16,"Amritsar-1, Bathinda-2, Fazilka-4, Ferozepur-1,Gurdaspur-1, Hoshiarpur-2, Jalandhar-1, Kapurthala-2,Mansa-1, Moga-1)"
2021-07-04,2,Jalandhar-2),0,,358," Amritsar-40, Barnala-4, Bathinda-30, Faridkot-34,Fazilka-8, Ferozepur-9, FG Sahib-8, Gurdaspur-30,Hoshiarpur-19, Jalandhar-29, Kapurthala-13, Ludhiana-40, Mansa-3, Moga-10, Muktsar Sahib-6, Pathankot-2,Patiala-25, Sangrur-11,SAS Nagar-29, SBS Nagar-2,Tarn Taran-6)",5,"Amritsar-1, Bathinda-1, Ferozepur-1, Jalandhar-1,Muktsar Sahib-1)"
2021-07-05,3,Amritsar-3),2,"Faridkot-1, Jalandhar-1)",328,"Amritsar-30, Barnala-4, Bathinda-37, Faridkot-8, Fazilka-15, Ferozepur-12, FG Sahib-7, Gurdaspur-10, Hoshiarpur-28, Jalandhar-24, Kapurthala-4, Ludhiana-42, Mansa-16, Moga-6, Muktsar Sahib-13, Pathankot-12, Patiala-18, Sangrur-13,SAS Nagar-23, SBS Nagar-5, Tarn Taran-1)",10,"Bathinda-2, Faridkot-1, Ferozepur-1, FG Sahib-1,Hoshiarpur-2, Kapurthala-1,Ludhiana-1, Muktsar Sahib-1)"
2021-07-06,1,Amritsar-1),6,"Ludhiana-2, Amritsar-4)",280,"Amritsar-20, Barnala-2, Bathinda-27, Faridkot-8,Fazilka-13, Ferozepur-22, FG Sahib-3, Gurdaspur-15,Hoshiarpur-19, Jalandhar-11, Kapurthala-5, Ludhiana-32, Mansa-7, Moga-3, Muktsar Sahib-14, Pathankot-7,Patiala-22, Sangrur-13,SAS Nagar-31, SBS Nagar-2,Tarn Taran-4)",5,"Bathinda-2, Ferozepur-1, Hoshiarpur-1, Jalandhar-1)"
2021-07-07,0,,1,Amritsar-1),275,"Amritsar-25, Barnala-3, Bathinda-18, Faridkot-14, Fazilka-13, Ferozepur-12, FG Sahib-8, Gurdaspur-11, Hoshiarpur-15, Jalandhar-24, Kapurthala-4, Ludhiana-32, Mansa-2,Moga-9, Muktsar Sahib-11, Pathankot-15, Patiala-23,Ropar-3, Sangrur-6, SAS Nagar-20, SBS Nagar-2, TarnTaran-5)",5,"Amritsar-2, Pathankot-1, Sangrur-2)"
2021-07-08,2,Faridkot-2),0,,246,"Amritsar-15, Barnala-2, Bathinda-19, Fazilka-6,Ferozepur-10, FG Sahib-2, Gurdaspur-29, Hoshiarpur-9,Jalandhar-21, Kapurthala-3, Ludhiana-35, Mansa-10,Moga-3, Muktsar Sahib-11, Pathankot-7, Patiala-11, Ropar-3, Sangrur-12, SAS Nagar-21, SBS Nagar-2, Tarn Taran-15)",11,"Amritsar-2, Faridkot-1, Ferozpur-1, Gurdaspur-1,Hoshiarpur-1, Jalandhar-1, Moga-1, Muktsar-1, SBSNagar-1, Tarn Taran -1)"
2021-07-09,0,,0,,259,"Amritsar-17, Barnala-3, Bathinda-18, Faridkot-25,Fazilka-18, Ferozepur-14, FG Sahib-6, Gurdaspur-15,Hoshiarpur-16, Jalandhar-24, Kapurthala-7, Ludhiana-23,Mansa-2, Moga-9, Muktsar Sahib-6, Pathankot-5, Patiala-15, Ropar-3, Sangrur-7, SAS Nagar-20, SBS Nagar-5,Tarn Taran-1)",8,"Bathinda-2, Ferozepur-1, Jalandhar-1, Kapurthala-1,Ludhiana-1, Sangrur-1, Tarn Taran -1)"
2021-07-10,1, Faridkot-1),1, Amritsar-1),248,"Amritsar-44, Barnala-3, Bathinda-28, Faridkot-11,Fazilka-12, Ferozepur-5, FG Sahib-5, Gurdaspur-18,Hoshiarpur-9, Jalandhar-22, Kapurthala-10, Ludhiana-17,Mansa-8, Moga-8, Muktsar Sahib-7, Pathankot-2, Patiala-16, Ropar-1, Sangrur-3, SAS Nagar-11, SBS Nagar-4,Tarn Taran-4)",6,"Amritsar-1, Gurdaspur-1, SAS Nagar-1, Pathankot-1,Patiala-1, Tarn Taran -1)"
2021-07-11,0,,0,,211,"Amritsar-17, Barnala-3, Bathinda-22, Faridkot-13,Fazilka-8, Ferozepur-6, FG Sahib-3, Gurdaspur-20,Hoshiarpur-5, Jalandhar-15, Kapurthala-3, Ludhiana-21,Mansa-7, Moga-2, Muktsar Sahib-3, Pathankot-4, Patiala-10, Ropar-2, Sangrur-2, SAS Nagar-39, SBS Nagar-4,Tarn Taran-2)",6,"Amritsar-2, Bathinda-1, FG Sahib-1, Fazilka-1, Sangrur-1)"
2021-07-13,0,,6,"Faridkot-4, Amritsar-2)",168,"Amritsar-12, Bathinda-4, Faridkot-7, Fazilka-12,Ferozepur-13, FG Sahib-1, Gurdaspur-2, Hoshiarpur-9,Jalandhar-15, Kapurthala-11, Ludhiana-26, Mansa-11,,Moga -3, MuktsarSahib-1, Patiala-9, Sangrur-14, SASNagar-13, Tarn Taran-5)",5,"Bathinda-1, Faridkot-1, FG Sahib-1, Sangrur-2)"
2021-07-14,0,,1,Ludhiana-1),141,"Amritsar-14, Barnala-3, Bathinda-16, Faridkot-3, Fazilka-4,Gurdaspur-1, Hoshiarpur-16, Jalandhar-17, Kapurthala-9,Ludhiana-13, Mansa-5, Moga -6, Muktsar Sahib-3,Pathankot-2, Patiala-7, Ropar-3, Sangrur-6, SAS Nagar-13)",5,"Amritsar-1, Bathinda-1, Ferozepur-1, Jalandhar-1, Patiala-1)"
2021-07-15,1,Amritsar-1),0,,147,"Amritsar-9, Barnala-2, Bathinda-18, Faridkot-7, Fazilka-8,FG Sahib-1, Gurdaspur-8, Hoshiarpur-9, Jalandhar-12,Kapurthala-5, Ludhiana-10, Mansa-4, Muktsar Sahib-6,Pathankot-9, Patiala-10, Ropar-4, Sangrur-9, SAS Nagar-5,Tarn Taran-11)",3,"Faridkot-1, Fazilka-1, Ludhiana-1)"
2021-07-16,0,,0,,194,"Amritsar-21, Barnala-2, Bathinda-18, Faridkot-11, Fazilka-42, Ferozepur-6, FG Sahib-6, Gurdaspur-5, Hoshiarpur-11,Jalandhar-7, Kapurthala-6, Ludhiana-19, Mansa-2, MuktsarSahib-4, Pathankot-7, Patiala-5, Ropar-1, Sangrur-6, SASNagar-10, SBS Nagar-4, Tarn Taran-1)",2,"Kapurthala-1, Muktsar Sahib-1)"
2021-07-17,3,"Amritsar-2, Jalandhar-1)",0,,194,"Amritsar-28, Barnala-2, Bathinda-15, Faridkot-4, Fazilka-8,Ferozepur-5, FG Sahib-7, Gurdaspur-2, Hoshiarpur-8,Jalandhar-24, Kapurthala-10, Ludhiana-18, Mansa-7, Moga-2, Muktsar Sahib-5, Pathankot-3, Patiala-16, Ropar-6,Sangrur-6, SAS Nagar-14, Tarn Taran-4)",4,"Bathinda-1, Hoshiarpur-1, Sangrur-1, SBS Nagar-1)"
2021-07-18,3,Faridkot-3),0,,184,"Amritsar-16, Barnala-1, Bathinda-18, Faridkot-9, Fazilka-5,Ferozepur-6, FG Sahib-1, Gurdaspur-9, Hoshiarpur-7,Jalandhar-17, Kapurthala-15, Ludhiana-14, Mansa-8, Moga-6, Muktsar Sahib-12, Pathankot-6, Patiala-17, Ropar-3,Sangrur-2, SAS Nagar-11, SBS Nagar-1)",6,"Bathinda-2, Hoshiarpur-1, Jalandhar-1, Kapurthala-1,Ludhiana-1)"
2021-07-19,3,"Amritsar-1, Faridkot-1)",1,Ludhiana-1),142,"Amritsar-16, Bathinda-11, Faridkot-1, Fazilka-3, Ferozepur-18, FG Sahib-5, Gurdaspur-3, Hoshiarpur-6, Jalandhar-9,Kapurthala-4, Ludhiana-8, Mansa-5,Muktsar Sahib-11,Pathankot-3, Patiala-14, Sangrur-6, SAS Nagar-8,Tarn Taran-11 )",2,"FG Sahib-1, Sangrur-1)"
2021-07-20,0,,0,,115,"Amritsar-15, Barnala-1, Bathinda-13, Faridkot-1, Fazilka-14, Gurdaspur-4, Hoshiarpur-5, Jalandhar-9, Kapurthala-5,Ludhiana-13, Mansa-3, Muktsar Sahib-3, Pathankot-9,Patiala-10, Sangrur-2, SAS Nagar-8)",4,"FG Sahib-1 Ferozepur-2, Muktsar-1)"
2021-07-21,1,Amritsar-1),1,Amritsar-1),94,"Amritsar-15, Bathinda-8, Fazilka-1, Gurdaspur-3,Hoshiarpur-4, Jalandhar-14, Kapurthala-8, Ludhiana-24,Mansa-4, Muktsar Sahib-2, Pathankot-2, Patiala-5, Sangrur-1,SAS Nagar-3)",3,"Faridkot-1, Jalandhar-1, Patiala-1)"
2021-07-22,0,,1,Ludhiana-1),123,"Amritsar-6, Barnala-2, Bathinda-12, Faridkot-7, Fazilka-2,Ferozepur-2, FG Sahib-4, Gurdaspur-13, Hoshiarpur-3,Jalandhar-21, Ludhiana-24, Mansa-1, Muktsar Sahib-12,Patiala-1, Ropar-1, Sangrur-5, SAS Nagar-7)",2,"Bathinda-1, Kapurthala-1)"
2021-07-23,2,Amritsar-2),2,Amritsar-2),105,"Amritsar-10, Barnala-1, Bathinda-9, Fazilka-2, Ferozepur-1,FG Sahib-2, Gurdaspur-3, Hoshiarpur-7, Jalandhar-18,Kapurhala-10, Ludhiana-16, Mansa-2, Moga-2, MuktsarSahib-2, Pathankot-1, Patiala-4, Ropar-3, Sangrur-2, SASNagar-7, Tarn Taran-3)",4,"Amritsar-1, FG Sahib-1, Jalandhar-1, Mohali-1)"
2021-07-24,1,Ludhiana-1),0,,78,"Amritsar-10, Barnala-1, Bathinda-16, Faridkot-7, Fazilka-2,Ferozepur-2, FG Sahib-2, Gurdaspur-3, Hoshiarpur-5,Jalandhar-10, Kapurhala-2, Ludhiana-5, Mansa-1, MuktsarSahib-5, Pathankot-1, Patiala-1, SAS Nagar-5)",1,Amritsar-1)
2021-07-25,2,Amritsar-2),1,Ludhiana-1),117,"Amritsar-8, Bathinda-17, Faridkot-1, Fazilka-13, Ferozepur-2, FG Sahib-1, Gurdaspur-3, Hoshiarpur-7, Jalandhar-13,Kapurhala-6, Ludhiana-16, Moga-2, Muktsar Sahib-3,Pathankot-2, Patiala-6, Ropar-2, Sangrur-4, SAS Nagar-5,SBS Nagar-1, Tarn Taran-5)",6,"Amritsar-2, FG Sahib-1, Ferozepur-2, Hoshiarpur-1)"
