date,district,containment,population_contained
2021-05-08,ludhiana,"vill- lalheri, khanna",565
2021-05-08,ludhiana,"vivekanand virdh ashram, model town ext, ldh",277
2021-05-08,ludhiana,—,0
2021-05-08,mansa,dalwir mc wali gali opposite bal bhawan new court road mansa,150
2021-05-08,mansa,"ganga oil mill street no. 3, mansa",240
2021-05-08,mansa,"mansa khurd,  new court road",108
2021-05-08,mohali,"bankharpur, derabassi",250
2021-05-08,mohali,"gbp rosewood, derabassi",380
2021-05-08,mohali,sbp housing park,390
2021-05-08,muktsar sahib,"deshmesh nagar street no 3,5,6 sri muktsar sahib",200
2021-05-08,muktsar sahib,"fattanwala house kkp raod, sms",0
2021-05-08,muktsar sahib,gaushala st. tibbi sahib road. sms,0
2021-05-08,muktsar sahib,"govt. high. school boys, mandi harji ram malout",90
2021-05-08,muktsar sahib,"govt. sen. sec . school, mandi harji ram malout",50
2021-05-08,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-08,muktsar sahib,"govt. sen.sec.school for girls, thesil road malout",39
2021-05-08,muktsar sahib,"guru angad dev nagar, st.no 12 sri muktsar sahib",0
2021-05-08,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-08,muktsar sahib,"guru ravidas nagar, ward no 23, malout",700
2021-05-08,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",240
2021-05-08,muktsar sahib,"main street mohan lal street n,1 sri muktsar sahib",212
2021-05-08,muktsar sahib,mimit college malout,150
2021-05-08,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-08,muktsar sahib,"near state bank, musalman hadiyan wale wali gali, mandi bariwala",250
2021-05-08,muktsar sahib,puda colony malout,250
2021-05-08,muktsar sahib,sacred heart convent school malout,70
2021-05-08,muktsar sahib,"st.no 1,2,3,bawa colony sri muktsar sahib",280
2021-05-08,muktsar sahib,"star city, near sky mall, malout",0
2021-05-08,muktsar sahib,ward no 4 bariwala,250
2021-05-08,pathankot,mirpur colony,32
2021-05-08,patiala,"aman nagar, near dmw, patiala street no 4 .",43
2021-05-08,patiala,"anand nagar-a street no.2, patiala.",41
2021-05-08,patiala,"charan bagh near madhu nursing home, patiala",28
2021-05-08,patiala,"dalima vihar, near gurudwara sahib, rajpura",112
2021-05-08,patiala,"malwa enclave, near guru nanak foundation school, patiala.",13
2021-05-08,patiala,"new freinds enclave, near urban estate, patiala.",22
2021-05-08,patiala,"old mehar singh colony, near tripuri, patiala.",43
2021-05-08,patiala,"sidhu colony around house no. 156 , patiala.",46
2021-05-08,patiala,"street no. 1 in front of main gate iti upto house no.16, rajpura",112
2021-05-08,patiala,"urban estate ph-2, patiala around house no. 2317-2421",67
2021-05-08,ropar,indra nagar nangal,64
2021-05-08,ropar,shaheed-e-azam bhagat singh nagar ropar,388
2021-05-08,sangrur,guru nanak colony,0
2021-05-08,sangrur,kuahrian block,80
2021-05-08,sangrur,narendra colony malerkotla,450
2021-05-08,sangrur,prem basti,0
2021-05-08,sangrur,punia colony,11
2021-05-08,sbs nagar,chc banga,4
2021-05-08,sbs nagar,phc muzaffarpur,16
2021-05-08,sbs nagar,phc sujjon,45
2021-05-08,sbs nagar,sdh balachaur,38
2021-05-08,tarn taram,garden colony,610
2021-05-09,amritsar,akash avenue near bajwa hospital,60
2021-05-09,amritsar,anand vihar(bhagtawala),500
2021-05-09,amritsar,azad nagar(putlighar),312
2021-05-09,amritsar,chand avenue(ranjit avenue),98
2021-05-09,amritsar,east mohan nagar,389
2021-05-09,amritsar,gali zalfa devi(ram bagh),550
2021-05-09,amritsar,gumtala,520
2021-05-09,amritsar,guru amar das avenue(ranjit avenue),76
2021-05-09,amritsar,guru nanakpura(kot khalsa),550
2021-05-09,amritsar,houseing board colony,80
2021-05-09,amritsar,islamabad near police chowki wali gali,300
2021-05-09,amritsar,judge nagar (esi chheharta),500
2021-05-09,amritsar,kamla devi h.no 201-209(ranjit avenue),35
2021-05-09,amritsar,kot atma ram (jodh nagar)gali 1-4,156
2021-05-09,amritsar,kucha khairadin(ram bagh),550
2021-05-09,amritsar,namak mandi,320
2021-05-09,amritsar,nawakot gali no 1 to 4,330
2021-05-09,amritsar,new golden avenue near gurudwara,328
2021-05-09,amritsar,new jawahar nagar(gopal nagar),550
2021-05-09,amritsar,new partap nagar gali no 4(gobind nagar),115
2021-05-09,amritsar,new rajesh nagar(mustfabad),500
2021-05-09,amritsar,partap avenue gali no 4(chheharta),200
2021-05-09,amritsar,rajinder nagar(gopal nagar),150
2021-05-09,amritsar,rani ka bagh,100
2021-05-09,amritsar,shiv nagar colony,400
2021-05-09,amritsar,shri ram avenue(mustafabad),335
2021-05-09,amritsar,vijay nagar(gopal nagar),450
2021-05-09,barnala,village mehta eara darjia wala mohala,350
2021-05-09,bathinda,"kamla nehru colony, bathinda (guru nanak school wali gali, area of house no 445 to 211)",106
2021-05-09,bathinda,"street no 3, nai basti, bathinda",193
2021-05-09,bathinda,"street no 7, ajit road, bathinda",100
2021-05-09,faridkot,"guru nanak colony st.no. 2,5,6",485
2021-05-09,faridkot,jodiyan chakkiyan kotkapura,0
2021-05-09,faridkot,kamal nagar,0
2021-05-09,faridkot,khooh wali gali sadda pati jaito,166
2021-05-09,faridkot,"new cant road st.no. 2,4,5,6",530
2021-05-09,faridkot,patel nagar,0
2021-05-09,fatehgarh sahib,adarsh nagar mgg,95
2021-05-09,fatehgarh sahib,chakri mohalla bassi pathana,90
2021-05-09,fatehgarh sahib,dashmesh nagar mgg,95
2021-05-09,fatehgarh sahib,gandi nagar mgg,90
2021-05-09,fatehgarh sahib,golden city humayupur sirhind,95
2021-05-09,fatehgarh sahib,iqbal nagar mgg,95
2021-05-09,fatehgarh sahib,vill salani chk,95
2021-05-09,fazilika,amar colony fazilka,124
2021-05-09,fazilika,vairo ke,350
2021-05-09,ferozepur,adarsh nagar guruharsahai,105
2021-05-09,ferozepur,"basti guru karam singhwali, block guruharsahai",110
2021-05-09,ferozepur,bazar no. 1 fzr cantt,260
2021-05-09,ferozepur,bhagel  singh wala block mamdot,430
2021-05-09,ferozepur,housing board,90
2021-05-09,ferozepur,"itta wali, ferozeshah",119
2021-05-09,ferozepur,"lakho ke behram , mamdot",180
2021-05-09,ferozepur,rose avenue,78
2021-05-09,ferozepur,"saido k naul , block mamdot",290
2021-05-09,ferozepur,street no 2 ferozepur cantt,103
2021-05-09,ferozepur,village khai pheme ki mamdot,128
2021-05-09,ferozepur,village sner kassoana,0
2021-05-09,gurdaspur,anand vihar colony batala,515
2021-05-09,gurdaspur,baba farid avenue gsp,150
2021-05-09,gurdaspur,"babowal, gsp",520
2021-05-09,gurdaspur,banda bahadur colony gsp,170
2021-05-09,gurdaspur,bath waali gali gsp,190
2021-05-09,gurdaspur,behrampur road gsp,320
2021-05-09,gurdaspur,civil lines gsp,130
2021-05-09,gurdaspur,"dana mandi, paniar, behrampur",40
2021-05-09,gurdaspur,geeta bhawan gsp,440
2021-05-09,gurdaspur,gopal nagar gsp,290
2021-05-09,gurdaspur,greater kailash batala,556
2021-05-09,gurdaspur,hathi gate batala,542
2021-05-09,gurdaspur,islamabad mohalla gsp,250
2021-05-09,gurdaspur,jail road gsp,240
2021-05-09,gurdaspur,khajoori gate batala,592
2021-05-09,gurdaspur,"marara, behrampur",256
2021-05-09,gurdaspur,new sant nagar gsp,150
2021-05-09,gurdaspur,onkar nagar gsp,130
2021-05-09,gurdaspur,railway colony gsp,160
2021-05-09,gurdaspur,rulia ram colony gsp,170
2021-05-09,gurdaspur,sangal pura road gsp,260
2021-05-09,gurdaspur,sekhrian mohalla batala,585
2021-05-09,hoshiarpur,ambe vally,376
2021-05-09,hoshiarpur,pahlewal,528
2021-05-09,jalandhar,"goal market,near bajwa sweet, model town, jal",0
2021-05-09,jalandhar,"h.no. 8, gali no. 5, ujala nagar,basti sheikh, jalandhar",47
2021-05-09,jalandhar,"h.no. 91, bank colony, mithapur road near p.n.b bank, jalandhar",121
2021-05-09,jalandhar,"h.no. 92/11, 95/11. deol nagar, jalandhar",20
2021-05-09,jalandhar,"h.no.113, near goal kothi,new raja garden, jal",132
2021-05-09,jalandhar,"h.no.116, back tajfood world, new isharpuri colony,mithapur jal",141
2021-05-09,jalandhar,"mohalla chowdhrian, phillaur",0
2021-05-09,jalandhar,"top khana near aanganwari centre, jalandhar cantt.",98
2021-05-09,jalandhar,"ward no. 08, opp. aujla hospital mandi road,noormahal",104
2021-05-09,kapurthala,"arora rasta, sultanpur lodhi",16
2021-05-09,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-09,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-09,kapurthala,"mohallajainian, sultanpur lodhi",20
2021-05-09,kapurthala,"vpo saido bhulana, kala sanghian",500
2021-05-09,ludhiana,"2752 sundar nagar, ludhiana",135
2021-05-09,ludhiana,"32 maya nagar, college road, ludhiana",283
2021-05-09,ludhiana,"407 basant ave. dugri road, ludhiana",2000
2021-05-09,ludhiana,"44- jamalpur colony, focal point, ludhiana",2723
2021-05-09,ludhiana,"61c kitchlu nagar, ludhiana",164
2021-05-09,ludhiana,"8033 durgapuri, mandir wali gali, ludhiana",570
2021-05-09,ludhiana,"9-10 g ashok vihar, rishi nagar, ludhiana",178
2021-05-09,ludhiana,"geeta mandir ashram, threeke, ludhiana",670
2021-05-09,ludhiana,"vill- akalgarh, chruch road, block sudhar, ldh",2698
2021-05-09,ludhiana,"vill- devatwal, block sudhar, ludhiana",2345
2021-05-09,ludhiana,"vill- lalheri, khanna",565
2021-05-09,ludhiana,"vivekanand virdh ashram, model town ext, ldh",277
2021-05-09,ludhiana,—,0
2021-05-09,mansa,dalwir mc wali gali opposite bal bhawan new court road mansa,150
2021-05-09,mansa,"ganga oil mill street no. 3, mansa",240
2021-05-09,mansa,"mansa khurd,  new court road",108
2021-05-09,mohali,"bankharpur, derabassi",250
2021-05-09,mohali,"gbp rosewood, derabassi",380
2021-05-09,mohali,sbp housing park,390
2021-05-09,muktsar sahib,"deshmesh nagar street no 3,5,6 sri muktsar sahib",200
2021-05-09,muktsar sahib,"fattanwala house kkp raod, sms",50
2021-05-09,muktsar sahib,gaushala st. tibbi sahib road. sms,0
2021-05-09,muktsar sahib,"govt. high. school boys, mandi harji ram malout",90
2021-05-09,muktsar sahib,"govt. sen. sec . school, mandi harji ram malout",50
2021-05-09,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-09,muktsar sahib,"govt. sen.sec.school for girls, thesil road malout",39
2021-05-09,muktsar sahib,"guru angad dev nagar, st.no 12 sri muktsar sahib",0
2021-05-09,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-09,muktsar sahib,"guru ravidas nagar, ward no 23, malout",700
2021-05-09,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",240
2021-05-09,muktsar sahib,"main street mohan lal street n,1 sri muktsar sahib",212
2021-05-09,muktsar sahib,mimit college malout,150
2021-05-09,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-09,muktsar sahib,"near state bank, musalman hadiyan wale wali gali, mandi bariwala",250
2021-05-09,muktsar sahib,puda colony malout,250
2021-05-09,muktsar sahib,sacred heart convent school malout,70
2021-05-09,muktsar sahib,"st.no 1,2,3,bawa colony sri muktsar sahib",280
2021-05-09,muktsar sahib,"star city, near sky mall, malout",0
2021-05-09,muktsar sahib,ward no 4 bariwala,250
2021-05-09,pathankot,mirpur colony,32
2021-05-09,patiala,"anand nagar-a street no.2, patiala.",41
2021-05-09,patiala,"anand nagar-b gali no.30 , patiala.",0
2021-05-09,patiala,"around house no. 56 ganesh nagar, rajpura, patiala.",0
2021-05-09,patiala,"charan bagh near madhu nursing home, patiala",28
2021-05-09,patiala,"ghuman nagar-b gali no.6, house no.584-610 patiala.",0
2021-05-09,patiala,"sidhu colony around house no. 156 , patiala.",46
2021-05-09,patiala,"street no. 1 in front of main gate iti upto house no.16, rajpura",112
2021-05-09,patiala,"urban estate ph-2, patiala around house no. 2317-2421",67
2021-05-09,ropar,dashmesh nagar ropar,210
2021-05-09,ropar,global enclave morinda,50
2021-05-09,ropar,guru nagar near bhatha sahib gurudwara rupnagar,144
2021-05-09,ropar,hargobind nagar rupnagar,486
2021-05-09,ropar,indra nagar nangal,64
2021-05-09,ropar,"kang city, block bhartgarh  tehsil shri anadpur sahib",105
2021-05-09,ropar,purana gurudwara nangal,180
2021-05-09,ropar,"village madhopur, tehsil shri anadpur sahib",272
2021-05-09,ropar,village mianpur teh. anandpur sahib rupnagar,114
2021-05-09,ropar,village passiwal rupnagar,219
2021-05-09,ropar,"ward no. 15 sugar mill road, near suriya enclave  morinda",213
2021-05-09,ropar,ward no. 4 near rest house morinda,620
2021-05-09,ropar,zail singh nagar ropar backside sangha hospita rupnagar,280
2021-05-09,sangrur,guru nanak colony,0
2021-05-09,sangrur,kuahrian block,80
2021-05-09,sangrur,narendra colony malerkotla,450
2021-05-09,sangrur,prem basti,0
2021-05-09,sangrur,punia colony,11
2021-05-09,sbs nagar,chc banga,4
2021-05-09,sbs nagar,phc muzaffarpur,16
2021-05-09,sbs nagar,phc sujjon,45
2021-05-09,sbs nagar,sdh balachaur,38
2021-05-09,tarn taram,garden colony,610
2021-05-10,amritsar,akash avenue,60
2021-05-10,amritsar,azad nagar(putlighar),312
2021-05-10,amritsar,bank avenue (gopal nagar),120
2021-05-10,amritsar,chand avenue(ranjit avenue),98
2021-05-10,amritsar,"dr. choudhry wali gali,bhayiacolony,adarsh nagar",500
2021-05-10,amritsar,east mohan nagar,389
2021-05-10,amritsar,gali zalfa devi(ram bagh),550
2021-05-10,amritsar,gumtala,520
2021-05-10,amritsar,guru amar das avenue(ranjit avenue),76
2021-05-10,amritsar,guru nanakpura(kot khalsa),550
2021-05-10,amritsar,houseing board colony,80
2021-05-10,amritsar,islamabad near police chowki wali gali,300
2021-05-10,amritsar,judge nagar (esi chheharta),500
2021-05-10,amritsar,kamla devi h.no 201-209(ranjit avenue),35
2021-05-10,amritsar,kot atma ram (jodh nagar)gali 1-4,156
2021-05-10,amritsar,krishna square(gopal nagar),120
2021-05-10,amritsar,kucha khairadin(ram bagh),550
2021-05-10,amritsar,nawakot gali no 1 to 4,330
2021-05-10,amritsar,new golden avenue near gurudwara,328
2021-05-10,amritsar,new jawahar nagar(gopal nagar),550
2021-05-10,amritsar,new partap nagar gali no 4(gobind nagar),115
2021-05-10,amritsar,new rajesh nagar(mustfabad),500
2021-05-10,amritsar,paris town(gopal nagar),350
2021-05-10,amritsar,partap avenue gali no 4(chheharta),200
2021-05-10,amritsar,rajinder nagar(gopal nagar),150
2021-05-10,amritsar,rani ka bagh,100
2021-05-10,amritsar,shiv nagar colony,400
2021-05-10,amritsar,shri ram avenue(mustafabad),335
2021-05-10,amritsar,sunder nagar (kot khalsa),400
2021-05-10,amritsar,vijay nagar(gopal nagar),450
2021-05-10,barnala,village mehta eara darjia wala mohala,350
2021-05-10,bathinda,"kamla nehru colony, bathinda (gurunanak school wali gali, area of house no",106
2021-05-10,bathinda,"street no 3, nai basti, bathinda",193
2021-05-10,bathinda,"street no 7, ajit road, bathinda",100
2021-05-10,faridkot,"guru nanak colony st.no. 2,5,6",485
2021-05-10,faridkot,jodiyan chakkiyan kotkapura,0
2021-05-10,faridkot,kamal nagar,0
2021-05-10,faridkot,khooh wali gali sadda pati jaito,166
2021-05-10,faridkot,"new cant road st.no. 2,4,5,6",530
2021-05-10,faridkot,patel nagar,0
2021-05-10,fatehgarh sahib,adarsh nagar mgg,95
2021-05-10,fatehgarh sahib,chakri mohalla bassi pathana,90
2021-05-10,fatehgarh sahib,dashmesh nagar mgg,95
2021-05-10,fatehgarh sahib,gandi nagar mgg,90
2021-05-10,fatehgarh sahib,golden city humayupursirhind,95
2021-05-10,fatehgarh sahib,iqbal nagar mgg,95
2021-05-10,fatehgarh sahib,vill salani chk,95
2021-05-10,fazilika,amar colony fazilka,124
2021-05-10,fazilika,vairo ke,350
2021-05-10,ferozepur,adarsh nagar guruharsahai,105
2021-05-10,ferozepur,"basti guru karam singhwali, blockguruharsahai",110
2021-05-10,ferozepur,bazar no. 1 fzr cantt,260
2021-05-10,ferozepur,bhagel singh wala block mamdot,430
2021-05-10,ferozepur,housing board,90
2021-05-10,ferozepur,"itta wali, ferozeshah",119
2021-05-10,ferozepur,"lakho ke behram , mamdot",180
2021-05-10,ferozepur,rose avenue,78
2021-05-10,ferozepur,"saido k naul , block mamdot",290
2021-05-10,ferozepur,street no 2 ferozepur cantt,103
2021-05-10,ferozepur,village khai pheme ki mamdot,128
2021-05-10,ferozepur,village sner kassoana,0
2021-05-10,gurdaspur,anand vihar colony batala,515
2021-05-10,gurdaspur,baba farid avenue gsp,150
2021-05-10,gurdaspur,bath waali gali gsp,190
2021-05-10,gurdaspur,behrampur road gsp,320
2021-05-10,gurdaspur,civil lines gsp,130
2021-05-10,gurdaspur,"dana mandi, paniar, behrampur",40
2021-05-10,gurdaspur,geeta bhawan gsp,440
2021-05-10,gurdaspur,gopal nagar gsp,290
2021-05-10,gurdaspur,greater kailash batala,556
2021-05-10,gurdaspur,hathi gate batala,542
2021-05-10,gurdaspur,islamabad mohalla gsp,250
2021-05-10,gurdaspur,jail road gsp,240
2021-05-10,gurdaspur,"marara, behrampur",256
2021-05-10,gurdaspur,new sant nagar gsp,150
2021-05-10,gurdaspur,sangal pura road gsp,260
2021-05-10,gurdaspur,sekhrian mohalla batala,585
2021-05-10,hoshiarpur,ambe vally,376
2021-05-10,hoshiarpur,pahlewal,528
2021-05-10,jalandhar,"h.no. 91, bank colony, mithapur roadnear p.n.b bank, jalandhar",121
2021-05-10,jalandhar,"h.no. 92/11, 95/11. deol nagar, jalandhar",20
2021-05-10,jalandhar,"h.no.113, near goal kothi,new rajagarden, jal",132
2021-05-10,jalandhar,"h.no.116, back tajfood world, newisharpuri colony,mithapur jal",141
2021-05-10,jalandhar,"mohalla chowdhrian, phillaur",0
2021-05-10,jalandhar,"top khana near aanganwari centre,jalandhar cantt.",98
2021-05-10,jalandhar,"ward no. 08, opp. aujla hospital mandiroad,noormahal",109
2021-05-10,kapurthala,"arora rasta, sultanpur lodhi",16
2021-05-10,kapurthala,"bhagatpura, phagwara",3700
2021-05-10,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-10,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-10,kapurthala,"mohallajainian, sultanpur lodhi",20
2021-05-10,kapurthala,"vpo saido bhulana, kala sanghian",500
2021-05-10,ludhiana,"2752 sundar nagar, ludhiana",135
2021-05-10,ludhiana,"32 maya nagar, college road,",283
2021-05-10,ludhiana,"407 basant ave. dugri road,ludhiana",2000
2021-05-10,ludhiana,"44- jamalpur colony, focalpoint, ludhiana",2723
2021-05-10,ludhiana,"61c kitchlu nagar, ludhiana",164
2021-05-10,ludhiana,"8033 durgapuri, mandir waligali, ludhiana",570
2021-05-10,ludhiana,"9-10 g ashok vihar, rishi nagar,ludhiana",178
2021-05-10,ludhiana,"geeta mandir ashram,threeke, ludhiana",670
2021-05-10,ludhiana,"vill- akalgarh, chruch road,block sudhar, ldh",2698
2021-05-10,ludhiana,"vill- devatwal, block sudhar,ludhiana",2345
2021-05-10,ludhiana,"vill- lalheri, khanna",565
2021-05-10,ludhiana,"vivekanand virdh ashram,model town ext, ldh",277
2021-05-10,ludhiana,—,0
2021-05-10,mansa,dalwir mc wali gali oppositebal bhawan new court roadmansa,150
2021-05-10,mansa,"ganga oil mill street no. 3,mansa",240
2021-05-10,mansa,"mansa khurd, new court road",108
2021-05-10,mohali,"bankharpur, derabassi",250
2021-05-10,mohali,"gbp rosewood, derabassi",380
2021-05-10,mohali,sbp housing park,390
2021-05-10,muktsar sahib,"deshmesh nagar street no 3,5,6 srimuktsar sahib",200
2021-05-10,muktsar sahib,"fattanwala house kkp raod, sms",50
2021-05-10,muktsar sahib,gaushala st. tibbi sahib road. sms,0
2021-05-10,muktsar sahib,"govt. high. school boys, mandi harjiram malout",90
2021-05-10,muktsar sahib,"govt. sen. sec . school, mandi harji rammalout",50
2021-05-10,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-10,muktsar sahib,"govt. sen.sec.school for girls, thesilroad malout",39
2021-05-10,muktsar sahib,"guru angad dev nagar, st.no 12 srimuktsar sahib",0
2021-05-10,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-10,muktsar sahib,"guru ravidas nagar, ward no 23, malout",700
2021-05-10,muktsar sahib,"kabarwala road, near seva kendar, and",240
2021-05-10,muktsar sahib,"main street mohan lal street n,1 srimuktsar sahib",212
