date,district_name,hospital_name,cases_new,deaths_new,discharged_new,cases_total,deaths_total,discharged_total,migrated_total
2021-08-04,Dehradun,Max Hospital,0.0,0.0,0.0,17,3,12,1.0
2021-08-04,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-04,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-04,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-04,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-04,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-04,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-04,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-04,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-04,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-04,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-04,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-04,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-03,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-03,Dehradun,AIIMS Rishikesh,0.0,2.0,0.0,383,92,176,36.0
2021-08-03,Dehradun,Max Hospital,1.0,0.0,2.0,17,3,12,1.0
2021-08-03,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-03,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-03,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-03,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-03,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-03,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-03,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-03,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-03,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-03,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-03,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-03,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-02,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-02,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,383,90,176,36.0
2021-08-02,Dehradun,Max Hospital,0.0,0.0,0.0,16,3,10,0.0
2021-08-02,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-02,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-02,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-02,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-02,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-02,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-02,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-02,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-02,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-02,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-02,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-02,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-08-01,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-01,Dehradun,AIIMS Rishikesh,1.0,0.0,6.0,383,90,176,36.0
2021-08-01,Dehradun,Max Hospital,0.0,0.0,0.0,16,3,10,0.0
2021-08-01,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,9,9.0
2021-08-01,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,15,0.0
2021-08-01,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,22,5.0
2021-08-01,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-01,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-01,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-01,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-01,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,1,0.0
2021-08-01,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-01,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-01,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-01,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,0,0.0
2021-11-07,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-07,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-07,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-07,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-07,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-07,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-07,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-07,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-07,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-07,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-07,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-07,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-07,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-07,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-07,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-06,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-06,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-06,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-06,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-06,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-06,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-06,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-06,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-06,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-06,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-06,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-06,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-06,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-06,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-06,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-05,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-05,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-05,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-05,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-05,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-05,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-05,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-05,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-05,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-05,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-05,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-05,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-05,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-05,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-05,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-04,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-04,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-04,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-04,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-04,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-04,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-04,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-04,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-04,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-04,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-04,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-04,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-04,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-04,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-04,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-03,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-03,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-03,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-03,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-03,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-03,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-03,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-03,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-03,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-03,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-03,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-03,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-03,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-03,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-03,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-02,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-02,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-02,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-02,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-02,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-02,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-02,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-02,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-02,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-02,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-02,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-02,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-02,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-02,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-02,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-01,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-01,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-01,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-01,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-01,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-01,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-01,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-01,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-01,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-01,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-01,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-01,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-01,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-01,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-01,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-08,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-08,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-08,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-08,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-08,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-08,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-08,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-08,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-08,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-08,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-08,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-08,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-08,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-08,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-08,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-11,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-11,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-11,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-11,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-11,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-11,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-11,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-11,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-11,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-11,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-11,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-11,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-11,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-11,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-11,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-10,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-10,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-10,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-10,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-10,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-10,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-10,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-10,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-10,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-10,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-10,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-10,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-10,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-10,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-10,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-09,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-09,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-09,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-09,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-09,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-09,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-09,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-09,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-09,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-09,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-09,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-09,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-09,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-09,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-09,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-13,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-13,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-13,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-13,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-13,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-13,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-13,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-13,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-13,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-13,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-13,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-13,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-13,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-13,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-13,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-12,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-12,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-12,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-12,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-12,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-12,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-12,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-12,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-12,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-12,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-12,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-12,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-12,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-12,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-12,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-14,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-14,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-14,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-14,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-14,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-14,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-14,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-14,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-14,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-14,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-14,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-14,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-14,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-14,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-14,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-16,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-16,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-16,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-16,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-16,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-16,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-11-16,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-16,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-16,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-11-16,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-11-16,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-11-16,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-11-16,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-11-16,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-11-16,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-11-15,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-11-15,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,273,40.0
2021-11-15,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-11-15,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-11-15,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-11-15,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
